,name,industry,key_process,product_solution
1058,jsmnet,information technology and services,Transactions,SG Global Cash
1061,avanade,information technology and services,Transactions,SG Analytics
1066,dr. reddy's laboratories,pharmaceuticals,Transactions,SG Global Cash
1071,conduent,information technology and services,Transactions,SG Global Cash
1078,alstom power,oil & energy,Transactions,SG Global Cash
1085,coca-cola enterprises,consumer goods,Transactions,SG Analytics
1089,oracle india pvt. ltd,information technology and services,Transactions,SG Global Cash
1102,lexisnexis,information technology and services,Transactions,SG Analytics
1104,mylan,pharmaceuticals,Transactions,SG Global Cash
1111,advantage sales & marketing,consumer goods,Transactions,SG Global Cash
1132,newell brands,consumer goods,Transactions,SG Global Cash
1139,bridgestone,automotive,Transactions,SG Global Cash
1141,arrow electronics,information technology and services,Transactions,SG Global Cash
1157,autoliv,automotive,Transactions,SG Global Cash
1170,ferrero,consumer goods,Transactions,SG Global Cash
1183,hallmark cards,consumer goods,Transactions,SG Global Cash
1186,logica,information technology and services,Transactions,SG Global Cash
1187,infosys bpo,information technology and services,Transactions,SG Global Cash
1191,luxoft,information technology and services,Transactions,SG Analytics
1202,oxy,oil & energy,Transactions,SG Global Cash
1237,hexaware technologies,information technology and services,Transactions,SG Global Cash
1240,pharmacy,pharmaceuticals,Transactions,SG Global Cash
1249,mahle,automotive,Transactions,SG Global Cash
1259,ypf s.a.,oil & energy,Transactions,SG Global Cash
1260,"lexmark international, inc.",information technology and services,Transactions,SG Analytics
1262,stefanini,information technology and services,Transactions,SG Global Cash
1284,cdw,information technology and services,Transactions,SG Global Cash
1287,cyient,information technology and services,Transactions,SG Global Cash
1294,transocean,oil & energy,Transactions,SG Global Cash
1298,vinh phuc pharmaceutical joint - stock company,pharmaceuticals,Transactions,SG Global Cash
1309,gemalto,information technology and services,Transactions,SG Global Cash
1326,ucb,pharmaceuticals,Transactions,SG Global Cash
1328,iron mountain,information technology and services,Transactions,SG Global Cash
1351,mindtree,information technology and services,Transactions,SG Global Cash
1352,qatar petroleum,oil & energy,Transactions,SG Analytics
1357,mcdermott international inc.,oil & energy,Transactions,SG Global Cash
1373,henkel,consumer goods,Transactions,SG Global Cash
1375,nu skin enterprises,consumer goods,Transactions,SG Global Cash
1377,lego group,consumer goods,Transactions,SG Global Cash
1386,areva,oil & energy,Transactions,SG Global Cash
1397,informeg srl,information technology and services,Transactions,SG Analytics
1400,toyota north america,automotive,Transactions,SG Global Cash
1414,computacenter,information technology and services,Transactions,SG Global Cash
1435,pirelli,automotive,Transactions,SG Global Cash
1440,zensar technologies,information technology and services,Transactions,SG Global Cash
1443,sun pharma,pharmaceuticals,Transactions,SG Clearing Solutions
1446,center for clinical trails varna,pharmaceuticals,Transactions,SG Global Cash
1455,kohler co.,consumer goods,Transactions,SG Clearing Solutions
1461,icon plc,pharmaceuticals,Transactions,SG Global Cash
1464,magneti marelli,automotive,Transactions,SG Global Cash
1465,audi ag,automotive,Transactions,SG Global Cash
1485,oceaneering,oil & energy,Transactions,SG Global Cash
1491,westinghouse electric company,oil & energy,Transactions,SG Global Cash
1496,walgreens boots alliance,pharmaceuticals,Transactions,SG Global Cash
1498,tivit,information technology and services,Transactions,SG Global Cash
1501,hcl technologies (infrastructure services division),information technology and services,Transactions,SG Global Cash
1504,petroleum development oman,oil & energy,Transactions,SG Clearing Solutions
1508,exercito brasileiro,information technology and services,Transactions,SG Global Cash
1511,phillips 66,oil & energy,Transactions,SG Global Cash
1512,pt.pertamina (persero),oil & energy,Transactions,SG MyHedge
1523,acs,information technology and services,Transactions,SG MyHedge
1527,compucom,information technology and services,Transactions,SG MyHedge
1535,servier,pharmaceuticals,Transactions,SG Analytics
1543,subsea 7,oil & energy,Transactions,SG Analytics
1544,fmc technologies,oil & energy,Transactions,SG Analytics
1546,alten,information technology and services,Transactions,SG Analytics
1547,robert bosch engineering and business solutions ltd.,information technology and services,Transactions,SG MyHedge
1609,volvo trucks,automotive,Transactions,SG MyHedge
1626,niit technologies limited,information technology and services,Transactions,SG MyHedge
1630,asurion,information technology and services,Transactions,SG MyHedge
1640,contax,information technology and services,Transactions,SG Global Cash
1650,hella,automotive,Transactions,SG Clearing Solutions
1657,tech data,information technology and services,Transactions,SG Global Cash
1659,sc johnson,consumer goods,Transactions,SG Global Cash
1661,itc limited,consumer goods,Transactions,SG Clearing Solutions
1663,insight,information technology and services,Transactions,SG Global Cash
1664,tupperware brands,consumer goods,Transactions,SG Clearing Solutions
1680,visteon corporation,automotive,Transactions,SG Global Cash
1685,amec,oil & energy,Transactions,SG Global Cash
1688,softtek,information technology and services,Transactions,SG Global Cash
1699,sabre corporation,information technology and services,Transactions,SG Global Cash
1731,astellas pharma,pharmaceuticals,Transactions,SG Global Cash
1739,godrej & boyce mfg. co. ltd.,consumer goods,Transactions,SG Global Cash
1746,federal-mogul,automotive,Transactions,SG Clearing Solutions
1750,federal government,information technology and services,Transactions,SG Global Cash
1754,british gas,oil & energy,Transactions,SG Global Cash
1765,cmc ltd,information technology and services,Transactions,SG Global Cash
1770,tenaris,oil & energy,Transactions,SG Global Cash
1796,itc infotech,information technology and services,Transactions,SG Global Cash
1802,polaris financial technology limited,information technology and services,Transactions,SG Global Cash
1806,mitre,information technology and services,Transactions,SG Global Cash
1810,fresenius kabi,pharmaceuticals,Transactions,SG Clearing Solutions
1813,"mattel, inc.",consumer goods,Transactions,SG Global Cash
1818,nestlé purina north america,consumer goods,Transactions,SG Global Cash
1824,bmc software,information technology and services,Transactions,SG MyHedge
1839,acosta sales & marketing,consumer goods,Transactions,SG MyHedge
1848,hospira,pharmaceuticals,Transactions,SG MyHedge
1851,other,information technology and services,Transactions,SG Analytics
1852,ibm canada,information technology and services,Transactions,SG Analytics
1853,personal,information technology and services,Transactions,SG Analytics
1859,tata technologies,information technology and services,Transactions,SG Analytics
1869,valero energy corporation,oil & energy,Transactions,SG MyHedge
1881,maruti suzuki india limited,automotive,Transactions,SG MyHedge
1885,transcanada,oil & energy,Transactions,SG MyHedge
1889,essar,oil & energy,Transactions,SG MyHedge
1906,the pampered chef,consumer goods,Transactions,SG Global Cash
1928,crossmark,consumer goods,Transactions,SG Global Cash
1929,bharat petroleum corporation limited,oil & energy,Transactions,SG Global Cash
1931,kinder morgan,oil & energy,Transactions,SG Clearing Solutions
1932,globant,information technology and services,Transactions,SG Global Cash
1943,younique products,consumer goods,Transactions,SG Global Cash
1947,tenneco,automotive,Transactions,SG Clearing Solutions
1949,sca - hygiene and forest products company,consumer goods,Transactions,SG Global Cash
1965,canadian natural resources limited (cnrl),oil & energy,Transactions,SG Clearing Solutions
1969,zoetis,pharmaceuticals,Transactions,SG Global Cash
1983,sonda,information technology and services,Transactions,SG Global Cash
1991,harley-davidson motor company,automotive,Transactions,SG Global Cash
2002,telekomunikasi indonesia,information technology and services,Transactions,SG Global Cash
2004,"konica minolta business solutions u.s.a., inc.",information technology and services,Transactions,SG D-View
2011,sapient,information technology and services,Transactions,SG Global Cash
2012,plastic omnium,automotive,Transactions,SG MyHedge
2018,autonation,automotive,Transactions,SG MyHedge
2031,3i infotech,information technology and services,Transactions,SG MyHedge
2035,marathon petroleum corporation,oil & energy,Transactions,SG Analytics
2045,gas natural fenosa,oil & energy,Transactions,SG Analytics
2072,raízen,oil & energy,Transactions,SG Analytics
2095,omv,oil & energy,Transactions,SG Analytics
2107,glenmark pharmaceuticals,pharmaceuticals,Transactions,SG MyHedge
2109,pierre fabre,pharmaceuticals,Transactions,SG MyHedge
2110,borgwarner inc.,automotive,Transactions,SG MyHedge
2123,grifols,pharmaceuticals,Transactions,SG MyHedge
2124,denso,automotive,Transactions,SG D-View
2132,engineering ingegneria informatica spa,information technology and services,Transactions,SG Global Cash
2148,tecnicas reunidas,oil & energy,Transactions,SG Global Cash
2157,m-i swaco,oil & energy,Transactions,SG MyHedge
2162,kuwait oil company,oil & energy,Transactions,SG Global Cash
2166,volkswagen do brasil,automotive,Transactions,SG Global Cash
2168,catalent pharma solutions,pharmaceuticals,Transactions,SG Global Cash
2169,amerisourcebergen,pharmaceuticals,Transactions,SG Global Cash
2187,ecopetrol,oil & energy,Transactions,SG Global Cash
2200,alight solutions,information technology and services,Transactions,SG Global Cash
2206,mantech,information technology and services,Transactions,SG Global Cash
2216,avnet,information technology and services,Transactions,SG Global Cash
2219,"rackspace, the #1 managed cloud company",information technology and services,Transactions,SG MyHedge
2240,vinci energies,information technology and services,Transactions,SG Global Cash
2243,ashok leyland,automotive,Transactions,SG Global Cash
2252,hpcl,oil & energy,Transactions,SG Global Cash
2256,circle k,consumer goods,Transactions,SG Global Cash
2267,ims health,information technology and services,Transactions,SG MyHedge
2287,sita,information technology and services,Transactions,SG MyHedge
2293,cybage,information technology and services,Transactions,SG MyHedge
2305,the hershey company,consumer goods,Transactions,SG Analytics
2313,gfi informatique,information technology and services,Transactions,SG Analytics
2324,anadarko petroleum corporation,oil & energy,Transactions,SG Analytics
2334,csra inc,information technology and services,Transactions,SG Analytics
2347,nec,information technology and services,Transactions,SG MyHedge
2351,vector marketing,consumer goods,Transactions,SG MyHedge
2403,worldpay,information technology and services,Transactions,SG MyHedge
2406,adient,automotive,Transactions,SG MyHedge
2442,geek squad,information technology and services,Transactions,SG Global Cash
2461,k-electric,oil & energy,Transactions,SG Global Cash
2467,"honda of america mfg., inc.",automotive,Transactions,SG Global Cash
2492,alibaba group,information technology and services,Transactions,SG Global Cash
2510,sungard,information technology and services,Transactions,SG Global Cash
2549,mead johnson nutrition,consumer goods,Transactions,SG Global Cash
2570,adnoc,oil & energy,Transactions,SG MyHedge
2592,origin energy,oil & energy,Transactions,SG Global Cash
2606,deloitte digital,information technology and services,Transactions,SG Global Cash
2616,industrial aucions srl,information technology and services,Transactions,SG Lyxor AP
2623,apex systems,information technology and services,Transactions,SG Global Cash
2634,dell technologies,information technology and services,Transactions,SG MyHedge
2635,syneos health (previously inc research/inventiv health),pharmaceuticals,Transactions,SG MyHedge
2656,zydus cadila,pharmaceuticals,Transactions,SG MyHedge
2669,collabera,information technology and services,Transactions,SG Analytics
2675,li & fung limited,consumer goods,Transactions,SG Analytics
2676,ems,pharmaceuticals,Transactions,SG Analytics
2681,hanesbrands inc.,consumer goods,Transactions,SG Analytics
2688,mercedes-benz usa,automotive,Transactions,SG MyHedge
2693,williams,oil & energy,Transactions,SG MyHedge
2694,sinopec,oil & energy,Transactions,SG MyHedge
2699,mylan laboratories limited,pharmaceuticals,Transactions,SG MyHedge
2700,wrigley,consumer goods,Transactions,SG Global Cash
2718,the clorox company,consumer goods,Transactions,SG Global Cash
2750,devon energy,oil & energy,Transactions,SG Global Cash
2751,samsung sds,information technology and services,Transactions,SG Global Cash
2770,iveco,automotive,Transactions,SG Global Cash
2772,gs e&c,oil & energy,Transactions,SG Global Cash
2775,gestamp,automotive,Transactions,SG Global Cash
2803,sun microsystems,information technology and services,Transactions,SG Global Cash
2814,nrg energy,oil & energy,Transactions,SG Global Cash
2828,ness technologies,information technology and services,Transactions,SG Global Cash
2859,enterprise products,oil & energy,Transactions,SG Global Cash
2886,lundbeck,pharmaceuticals,Transactions,SG Global Cash
2892,css corp,information technology and services,Transactions,SG Global Cash
2896,omnicare inc.,pharmaceuticals,Transactions,SG Global Cash
2910,athenahealth,information technology and services,Transactions,SG Global Cash
2912,ibm global process services,information technology and services,Transactions,SG Global Cash
2917,algar tech,information technology and services,Transactions,SG MyHedge
2918,kentz - member of the snc lavalin group,oil & energy,Transactions,SG MyHedge
2919,keane,information technology and services,Transactions,SG MyHedge
2922,thoughtworks,information technology and services,Transactions,SG Analytics
2927,axalta coating systems,automotive,Transactions,SG Analytics
2935,groupe seb,consumer goods,Transactions,SG Analytics
2952,hasbro,consumer goods,Transactions,SG Analytics
2971,transunion,information technology and services,Transactions,SG MyHedge
2972,akka technologies,information technology and services,Transactions,SG MyHedge
2980,patni computer systems,information technology and services,Transactions,SG MyHedge
2982,hitachi data systems,information technology and services,Transactions,SG MyHedge
2985,cooper standard,automotive,Transactions,SG Global Cash
3008,ferrari,automotive,Transactions,SG Global Cash
3012,aurobindo pharma,pharmaceuticals,Transactions,SG Global Cash
3023,zoho corporation,information technology and services,Transactions,SG Global Cash
3025,inc research,pharmaceuticals,Transactions,SG Global Cash
3030,scc,information technology and services,Transactions,SG Global Cash
3033,coca-cola enterprises,consumer goods,Transactions,SG Global Cash
3043,hess corporation,oil & energy,Transactions,SG Global Cash
3062,"ceb, now gartner",information technology and services,Transactions,SG Global Cash
3063,avl,automotive,Transactions,SG Lyxor AP
3065,napa auto parts,automotive,Transactions,SG Global Cash
3071,asian paints,consumer goods,Transactions,SG Global Cash
3081,benteler automotive,automotive,Transactions,SG Global Cash
3093,merck serono,pharmaceuticals,Transactions,SG Global Cash
3094,econocom,information technology and services,Transactions,SG Global Cash
3095,dana holding corporation,automotive,Transactions,SG Global Cash
3097,r systems,information technology and services,Transactions,SG Global Cash
3103,change healthcare,information technology and services,Transactions,SG Global Cash
3107,siemens technology india,information technology and services,Transactions,SG Global Cash
3114,husky energy,oil & energy,Transactions,SG Global Cash
3128,hyundai motor india ltd,automotive,Transactions,SG Global Cash
3142,business connexion,information technology and services,Transactions,SG Global Cash
3151,"accenture, banglore",information technology and services,Transactions,SG Global Cash
3165,ferring pharmaceuticals,pharmaceuticals,Transactions,SG Global Cash
3166,ntt data corporation,information technology and services,Transactions,SG Global Cash
3172,datacom,information technology and services,Transactions,SG Global Cash
3197,apotex inc.,pharmaceuticals,Transactions,SG Global Cash
3198,ranbaxy,pharmaceuticals,Transactions,SG Global Cash
3199,symphony teleca,information technology and services,Transactions,SG Global Cash
3200,american greetings,consumer goods,Transactions,SG Global Cash
3217,iberdrola,oil & energy,Transactions,SG Global Cash
3220,areva np,oil & energy,Transactions,SG Global Cash
3237,leo pharma,pharmaceuticals,Transactions,SG Global Cash
3240,manheim,automotive,Transactions,SG Global Cash
3257,alkem laboratories ltd.,pharmaceuticals,Transactions,SG Global Cash
3259,wockhardt,pharmaceuticals,Transactions,SG Global Cash
3262,valuelabs,information technology and services,Transactions,SG Global Cash
3274,modis,information technology and services,Transactions,SG Global Cash
3279,spie,information technology and services,Transactions,SG Global Cash
3293,ibm global business services,information technology and services,Transactions,SG Global Cash
3295,cgg,oil & energy,Transactions,SG Global Cash
3297,sbm offshore,oil & energy,Transactions,SG Global Cash
3303,csl behring,pharmaceuticals,Transactions,SG Global Cash
3312,marathon oil corporation,oil & energy,Transactions,SG Global Cash
3319,galderma,pharmaceuticals,Transactions,SG Global Cash
3321,genpact headstrong capital markets,information technology and services,Transactions,SG Global Cash
3327,"scentsy, inc.",consumer goods,Transactions,SG Global Cash
3336,nemak,automotive,Transactions,SG Global Cash
3351,asl,information technology and services,Transactions,SG Global Cash
3356,ensco plc,oil & energy,Transactions,SG Global Cash
3363,hero motocorp ltd,automotive,Transactions,SG Global Cash
3368,shi international corp.,information technology and services,Transactions,SG Global Cash
3389,husqvarna group,consumer goods,Transactions,SG Global Cash
3391,tengizchevroil,oil & energy,Transactions,SG Global Cash
3398,idemia,information technology and services,Transactions,SG Global Cash
3399,birlasoft,information technology and services,Transactions,SG Global Cash
3414,pricewaterhousecoopers - service delivery center (pwc sdc),information technology and services,Transactions,SG Global Cash
3426,nnpc,oil & energy,Transactions,SG Global Cash
3427,atos it solutions and services a/s,information technology and services,Transactions,SG Global Cash
3437,aam - american axle & manufacturing,automotive,Transactions,SG Global Cash
3438,mercedes-benz research and development india,automotive,Transactions,SG Global Cash
3443,brose group,automotive,Transactions,SG Global Cash
3445,adco,oil & energy,Transactions,SG Global Cash
3451,inautix technologies,information technology and services,Transactions,SG Global Cash
3466,esri,information technology and services,Transactions,SG Global Cash
3469,wood group,oil & energy,Transactions,SG Global Cash
3476,iac group,automotive,Transactions,SG Coop
3486,gft group,information technology and services,Transactions,SG Global Cash
3507,grdf,oil & energy,Transactions,SG Global Cash
3509,bic,consumer goods,Transactions,SG Global Cash
3519,rte réseau de transport d'electricité,oil & energy,Transactions,SG Global Cash
3537,scientific games,information technology and services,Transactions,SG Global Cash
3538,haier,consumer goods,Transactions,SG Global Cash
3547,milliporesigma,pharmaceuticals,Transactions,SG Global Cash
3550,nabors industries,oil & energy,Transactions,SG Global Cash
3557,esof consultancy pvt. ltd.,oil & energy,Transactions,SG Coop
3576,world wide technology,information technology and services,Transactions,SG Global Cash
3586,torrent pharmaceuticals ltd,pharmaceuticals,Transactions,SG Global Cash
3588,edp,oil & energy,Transactions,SG Global Cash
3595,thomson reuters,information technology and services,Transactions,SG Global Cash
3630,ipsen,pharmaceuticals,Transactions,SG Global Cash
3633,visma,information technology and services,Transactions,SG Global Cash
3643,elanco,pharmaceuticals,Transactions,SG Global Cash
3646,voltas limited,consumer goods,Transactions,SG Global Cash
3648,nexteer automotive,automotive,Transactions,SG Coop
3649,ciber,information technology and services,Transactions,SG Global Cash
3660,engie ineo,oil & energy,Transactions,SG Global Cash
3665,nexans,oil & energy,Transactions,SG Global Cash
3672,apache corporation,oil & energy,Transactions,SG MyHedge
3684,"american honda motor company, inc.",automotive,Transactions,SG MyHedge
3689,endava,information technology and services,Transactions,SG Global Cash
3694,seadrill,oil & energy,Transactions,SG Global Cash
3708,contractor,information technology and services,Transactions,SG MyHedge
3712,altria,consumer goods,Transactions,SG MyHedge
3720,snap-on tools,automotive,Transactions,SG MyHedge
3725,serpro,information technology and services,Transactions,SG Analytics
3745,genuine parts company,automotive,Transactions,SG Analytics
3748,lukoil,oil & energy,Transactions,SG Analytics
3770,titan company limited,consumer goods,Transactions,SG Analytics
3776,yash technologies,information technology and services,Transactions,SG MyHedge
3788,disney consumer products,consumer goods,Transactions,SG MyHedge
3808,perrigo company plc,pharmaceuticals,Transactions,SG MyHedge
3813,travelport,information technology and services,Transactions,SG MyHedge
3817,ncs group,information technology and services,Transactions,SG Global Cash
3819,foster wheeler,oil & energy,Transactions,SG Coop
3837,tecnocom,information technology and services,Transactions,SG Global Cash
3839,chesapeake energy,oil & energy,Transactions,SG Coop
3842,omv petrom,oil & energy,Transactions,SG Global Cash
3848,enbridge,oil & energy,Transactions,SG Global Cash
3849,acxiom,information technology and services,Transactions,SG Global Cash
3856,dong energy,oil & energy,Transactions,SG Coop
3858,polaris industries,consumer goods,Transactions,SG Global Cash
3864,vallourec,oil & energy,Transactions,SG Global Cash
3882,hcl comnet limited,information technology and services,Transactions,SG Global Cash
3884,afp,information technology and services,Transactions,SG Global Cash
3909,gkn driveline,automotive,Transactions,SG Global Cash
3919,tvs motor company,automotive,Transactions,SG Global Cash
3921,reply,information technology and services,Transactions,SG Global Cash
3924,office administration,information technology and services,Transactions,SG Coop
3955,lkq corporation,automotive,Transactions,SG Global Cash
3958,administración pública,information technology and services,Transactions,SG Global Cash
3963,renault-nissan-mitsubishi,automotive,Transactions,SG Coop
3969,mallinckrodt pharmaceuticals,pharmaceuticals,Transactions,SG Global Cash
3972,patheon,pharmaceuticals,Transactions,SG Global Cash
3981,apc by schneider electric,information technology and services,Transactions,SG Global Cash
3983,paccar,automotive,Transactions,SG Global Cash
3987,sonata software,information technology and services,Transactions,SG Global Cash
3994,pactera,information technology and services,Transactions,SG Global Cash
3998,imperial oil,oil & energy,Transactions,SG Coop
4007,bajaj auto ltd,automotive,Transactions,SG Global Cash
4021,energizer,consumer goods,Transactions,SG Global Cash
4023,"spectrum brands, inc",consumer goods,Transactions,SG MyHedge
4045,disa,information technology and services,Transactions,SG MyHedge
4052,gasco,oil & energy,Transactions,SG MyHedge
4060,maersk oil,oil & energy,Transactions,SG Analytics
4075,brp,consumer goods,Transactions,SG Analytics
4084,nagarro,information technology and services,Transactions,SG Analytics
4087,exterran,oil & energy,Transactions,SG Analytics
4089,medgaz,information technology and services,Transactions,SG MyHedge
4096,nada,automotive,Transactions,SG MyHedge
4100,woodside energy,oil & energy,Transactions,SG MyHedge
4110,bsh home appliances group,consumer goods,Transactions,SG MyHedge
4133,cox automotive inc.,automotive,Transactions,SG Global Cash
4137,matrix,information technology and services,Transactions,SG Global Cash
4151,mitsubishi motors,automotive,Transactions,SG Coop
4169,verizon business,information technology and services,Transactions,SG Global Cash
4173,renault trucks,automotive,Transactions,SG Global Cash
4178,ipca,pharmaceuticals,Transactions,SG Coop
4190,electrabel,oil & energy,Transactions,SG Global Cash
4196,daf trucks nv,automotive,Transactions,SG Global Cash
4198,fugro,oil & energy,Transactions,SG Global Cash
4217,grupo antolin,automotive,Transactions,SG Global Cash
4219,neusoft,information technology and services,Transactions,SG Global Cash
4232,"bechtel oil, gas, & chemicals",oil & energy,Transactions,SG Lyxor AP
4235,intas pharmaceuticals,pharmaceuticals,Transactions,SG Global Cash
4237,ctis,information technology and services,Transactions,SG Global Cash
4242,mercedes-benz do brasil ltda.,automotive,Transactions,SG Lyxor AP
4245,"seat, s.a.",automotive,Transactions,SG Global Cash
4250,cox enterprises,information technology and services,Transactions,SG Global Cash
4291,datamatics global services limited,information technology and services,Transactions,SG Global Cash
4294,cubic corporation,information technology and services,Transactions,SG Global Cash
4297,private sector,information technology and services,Transactions,SG MyHedge
4304,municipio,information technology and services,Transactions,SG MyHedge
4354,sify technologies limited.,information technology and services,Transactions,SG MyHedge
4383,meritor,automotive,Transactions,SG Analytics
4384,wincor nixdorf,information technology and services,Transactions,SG Analytics
4399,volvo it,information technology and services,Transactions,SG Analytics
4404,citroën,automotive,Transactions,SG Analytics
4412,wabco,automotive,Transactions,SG MyHedge
4417,aa,consumer goods,Transactions,SG MyHedge
4419,expro,oil & energy,Transactions,SG MyHedge
4428,kucukyilmaz consulting co.,automotive,Transactions,SG MyHedge
4432,lennox international,consumer goods,Transactions,SG Global Cash
4451,almaviva s.p.a.,information technology and services,Transactions,SG Global Cash
4458,eureka forbes ltd,consumer goods,Transactions,SG Global Cash
4471,takata,automotive,Transactions,SG Global Cash
4480,automotive company,automotive,Transactions,SG Lyxor AP
4489,bae systems applied intelligence,information technology and services,Transactions,SG Global Cash
4490,cenovus energy,oil & energy,Transactions,SG Lyxor AP
4498,donaldson,automotive,Transactions,SG Global Cash
4508,sss,automotive,Transactions,SG Global Cash
4522,whirlpool latin america,consumer goods,Transactions,SG MyHedge
4538,fdm group,information technology and services,Transactions,SG MyHedge
4546,s & k sales co.,consumer goods,Transactions,SG MyHedge
4572,inventiv health clinical,pharmaceuticals,Transactions,SG Analytics
4585,msp,information technology and services,Transactions,SG Analytics
4595,lupin limited,pharmaceuticals,Transactions,SG Analytics
4602,worldline global,information technology and services,Transactions,SG Analytics
4613,valeant pharmaceuticals,pharmaceuticals,Transactions,SG MyHedge
4614,noble drilling,oil & energy,Transactions,SG MyHedge
4619,kca deutag,oil & energy,Transactions,SG MyHedge
4641,janssen inc.,pharmaceuticals,Transactions,SG MyHedge
4642,ti automotive,automotive,Transactions,SG Coop
4645,the j.m. smucker company,consumer goods,Transactions,SG Global Cash
4652,nexen,oil & energy,Transactions,SG Global Cash
4653,neoris,information technology and services,Transactions,SG Global Cash
4674,mapna group,oil & energy,Transactions,SG Global Cash
4690,cepsa,oil & energy,Transactions,SG Global Cash
4700,encana corporation,oil & energy,Transactions,SG Global Cash
4708,"daiichi sankyo, inc.",pharmaceuticals,Transactions,SG Global Cash
4724,qatargas,oil & energy,Transactions,SG Global Cash
4730,costar group,information technology and services,Transactions,SG Global Cash
4742,eog resources,oil & energy,Transactions,SG Global Cash
4745,volvo group trucks technology,automotive,Transactions,SG Global Cash
4746,devoteam,information technology and services,Transactions,SG Global Cash
4750,hyundai motor company,automotive,Transactions,SG Coop
4754,gail (india) limited,oil & energy,Transactions,SG Global Cash
4764,emcure pharmaceuticals limited,pharmaceuticals,Transactions,SG Global Cash
4765,solutions for emerging asia pte ltd,information technology and services,Transactions,SG Coop
4771,hitachi vantara,information technology and services,Transactions,SG Global Cash
4773,cadila pharmaceuticals,pharmaceuticals,Transactions,SG Global Cash
4776,murray & roberts,oil & energy,Transactions,SG Coop
4777,reebok,consumer goods,Transactions,SG Global Cash
4779,pt. frisian flag indonesia,consumer goods,Transactions,SG Global Cash
4780,vertex pharmaceuticals,pharmaceuticals,Transactions,SG MyHedge
4794,essity,consumer goods,Transactions,SG MyHedge
4813,meditech,information technology and services,Transactions,SG MyHedge
4815,sanofi,pharmaceuticals,Transactions,SG Analytics
4823,"volkswagen of america, inc",automotive,Transactions,SG Analytics
4826,rodan and fields dermatologists,pharmaceuticals,Transactions,SG Analytics
4844,opel,automotive,Transactions,SG Analytics
4852,aspen pharmacare,pharmaceuticals,Transactions,SG MyHedge
4859,veeam software,information technology and services,Transactions,SG MyHedge
4870,vorwerk group,consumer goods,Transactions,SG MyHedge
4880,novartis institutes for biomedical research (nibr),pharmaceuticals,Transactions,SG MyHedge
4886,rite aid pharmacy,pharmaceuticals,Transactions,SG Coop
4897,avis budget group emea,automotive,Transactions,SG Global Cash
4899,alembic pharmaceuticals limited,pharmaceuticals,Transactions,SG Global Cash
4919,volkswagen de mexico,automotive,Transactions,SG Global Cash
4943,eoh,information technology and services,Transactions,SG Global Cash
4948,citgo petroleum,oil & energy,Transactions,SG Global Cash
4949,škoda auto a.s.,automotive,Transactions,SG Analytics
4970,fortum,oil & energy,Transactions,SG Analytics
4975,pm,oil & energy,Transactions,SG Analytics
5038,"vnv co,ltd",consumer goods,Transactions,SG Analytics
5045,bsh turkey,consumer goods,Transactions,SG Global Cash
5051,the hp ngen alliance,information technology and services,Transactions,SG Global Cash
5054,sra international,information technology and services,Transactions,SG Global Cash
5058,infosys bpo,information technology and services,Transactions,SG Global Cash
5072,e.on uk,oil & energy,Transactions,SG Global Cash
5077,aibel,oil & energy,Transactions,SG Global Cash
5083,sdl plc,information technology and services,Transactions,SG Coop
5086,byd,automotive,Transactions,SG Global Cash
5091,unisys india,information technology and services,Transactions,SG Coop
5093,chiltern,pharmaceuticals,Transactions,SG Global Cash
5103,eurofarma,pharmaceuticals,Transactions,SG Global Cash
5107,"merial, a sanofi company",pharmaceuticals,Transactions,SG Coop
5108,hikma pharmaceuticals,pharmaceuticals,Transactions,SG Global Cash
5119,sqs group,information technology and services,Transactions,SG Coop
5151,sixt rent a car,automotive,Transactions,SG Global Cash
5159,seg,oil & energy,Transactions,SG Global Cash
5161,petrochina,oil & energy,Transactions,SG Coop
5169,furnas,oil & energy,Transactions,SG Global Cash
5170,pioneer natural resources company,oil & energy,Transactions,SG Lyxor AP
5171,beautycounter,consumer goods,Transactions,SG Global Cash
5192,d+h,information technology and services,Transactions,SG Global Cash
5206,viewnext,information technology and services,Transactions,SG Global Cash
5210,jubilant life sciences ltd,pharmaceuticals,Transactions,SG Global Cash
5236,presidio,information technology and services,Transactions,SG Lyxor AP
5243,acosta sales & marketing,consumer goods,Transactions,SG Global Cash
5245,tesoro,oil & energy,Transactions,SG Lyxor AP
5252,peugeot,automotive,Transactions,SG Global Cash
5255,mann+hummel group,automotive,Transactions,SG Global Cash
5283,cape plc,oil & energy,Transactions,SG Global Cash
5292,tiger brands,consumer goods,Transactions,SG Global Cash
5308,photon,information technology and services,Transactions,SG Global Cash
5342,microland limited,information technology and services,Transactions,SG Global Cash
5350,whirlpool emea,consumer goods,Transactions,SG Global Cash
5354,kmd,information technology and services,Transactions,SG Global Cash
5364,evry asa,information technology and services,Transactions,SG Lyxor AP
5367,porsche,automotive,Transactions,SG Global Cash
5412,santos ltd,oil & energy,Transactions,SG Global Cash
5422,send out cards,consumer goods,Transactions,SG Global Cash
5457,ccc,information technology and services,Transactions,SG Global Cash
5459,msx international,automotive,Transactions,SG Lyxor AP
5461,adesa,automotive,Transactions,SG Global Cash
5488,noble energy,oil & energy,Transactions,SG Global Cash
5491,centric,information technology and services,Transactions,SG Global Cash
5496,connection,information technology and services,Transactions,SG Global Cash
5512,royal canin,consumer goods,Transactions,SG Lyxor AP
